title,description,size,availability,price
Стол с мойкой ForLab СЛ-04-211 (СЛ-04-МСК),"
ВхШхГ, мм: 900х1200х600
",['900х1200х600'],Нет в наличии,78 230 руб.
Стол лабораторный двухтумбовый с дверкой и ящиками СЛ-04-216 (СЛ-04-МСК),"
ВхШхГ, мм: 900х1200х600
",['900х1200х600'],Нет в наличии,141 810 руб.
Стол с мойкой ForLab СЛ-02-207 (СЛ-02-МСК),"
ВхШхГ, мм: 900х600х600
",['900х600х600'],Нет в наличии,66 010 руб.
Стол лабораторный двухтумбовый с дверкой и ящиками СЛ-04-222 (СЛ-04-МСК),"
ВхШхГ, мм: 900х1200х600
",['900х1200х600'],Нет в наличии,141 810 руб.
Стол с мойкой ForLab СЛ-02-208 (СЛ-02-МСК),"
ВхШхГ, мм: 900х600х600
",['900х600х600'],Нет в наличии,66 010 руб.
Стол лабораторный однотумбовый с дверкой СЛ-01-101 (СЛ-01-МСК),"
ВхШхГ, мм: 750х450х600
",['750х450х600'],Нет в наличии,38 080 руб.
Стол лабораторный однотумбовый с ящиком и дверкой ForLab СЛ-01-102 (СЛ-01-МСК),"
ВхШхГ, мм: 750х450х600
",['750х450х600'],Нет в наличии,47 850 руб.
Стол лабораторный с 4 ящиками ForLab СЛ-01-103 (СЛ-01-МСК),"
ВхШхГ, мм: 750х450х600
",['750х450х600'],Нет в наличии,67 480 руб.
Стол лабораторный с 3 ящиками ForLab СЛ-01-104 (СЛ-01-МСК),"
ВхШхГ, мм: 750х450х600
",['750х450х600'],Нет в наличии,57 660 руб.
Стол однотумбовый с 2 ящиками ForLab СЛ-01-105 (СЛ-01-МСК),"
ВхШхГ, мм: 750х450х600
",['750х450х600'],Нет в наличии,47 850 руб.
Стол лабораторный однотумбовый с дверкой СЛ-01-106 (СЛ-01-МСК),"
ВхШхГ, мм: 750х450х600
",['750х450х600'],Нет в наличии,38 080 руб.
Стол лабораторный однотумбовый с ящиком и дверкой ForLab СЛ-01-107 (СЛ-01-МСК),"
ВхШхГ, мм: 750х450х600
",['750х450х600'],Нет в наличии,47 850 руб.
Стол лабораторный однотумбовый с дверкой СЛ-02-101 (СЛ-02-МСК),"
ВхШхГ, мм: 750х600х600
",['750х600х600'],Нет в наличии,47 320 руб.
Стол лабораторный однотумбовый с ящиком и дверкой ForLab СЛ-02-102 (СЛ-02-МСК),"
ВхШхГ, мм: 750х600х600
",['750х600х600'],Нет в наличии,58 850 руб.
Стол лабораторный однотумбовый с 4 ящиками ForLab СЛ-02-103 (СЛ-02-МСК),"
ВхШхГ, мм: 750х600х600
",['750х600х600'],Нет в наличии,81 880 руб.
Стол лабораторный однотумбовый с тремя ящиками ForLab СЛ-02-104 (СЛ-02-МСК),"
ВхШхГ, мм: 750х600х600
",['750х600х600'],Нет в наличии,70 310 руб.
Стол лабораторный однотумбовый с 2 ящиками ForLab СЛ-02-105 (СЛ-02-МСК),"
ВхШхГ, мм: 750х600х600
",['750х600х600'],Нет в наличии,58 850 руб.
Стол лабораторный однотумбовый с дверкой СЛ-02-106 (СЛ-02-МСК),"
ВхШхГ, мм: 750х600х600
",['750х600х600'],Нет в наличии,47 320 руб.
Стол лабораторный однотумбовый с полкой ForLab СЛ-03-101 (СЛ-03-МСК),"
ВхШхГ, мм: 790х900х600
",['790х900х600'],Нет в наличии,72 680 руб.
"Стол лабораторный двухтумбовый с дверкой, полкой и ящиками ForLab СЛ-03-107 (СЛ-03-МСК)","
ВхШхГ, мм: 750х900х600
",['750х900х600'],Нет в наличии,92 290 руб.
"Стол лабораторный однотумбовый с ящиком, дверкой и полкой ForLab СЛ-02-206 (СЛ-02-МСК)","
ВхШхГ, мм: 900х600х600
",['900х600х600'],Нет в наличии,66 330 руб.
Стол лабораторный двухтумбовый с дверками и ящиками ForLab СЛ-03-102 (СЛ-03-МСК),"
ВхШхГ, мм: 750х900х600
",['750х900х600'],Нет в наличии,92 290 руб.
Стол лабораторный двухтумбовый с ящиками СЛ-03-109 (СЛ-03-МСК),"
ВхШхГ, мм: 750х900х600
",['750х900х600'],Нет в наличии,121 700 руб.
Стол лабораторный однотумбовый с ящиком и дверкой ForLab СЛ-02-107 (СЛ-02-МСК),"
ВхШхГ, мм: 750х600х600
",['750х600х600'],Нет в наличии,58 850 руб.
"Стол лабораторный однотумбовый с ящиком, дверкой и полкой ForLab СЛ-02-202 (СЛ-02-МСК)","
ВхШхГ, мм: 900х600х600
",['900х600х600'],Нет в наличии,66 330 руб.
"Стол лабораторный двухтумбовый с дверкой, полкой и ящиками ForLab СЛ-03-108 (СЛ-03-МСК)","
ВхШхГ, мм: 750х900х600
",['750х900х600'],Нет в наличии,102 020 руб.
Стол лабораторный двухтумбовый с шестью ящиками ForLab СЛ-03-110 (СЛ-03-МСК),"
ВхШхГ, мм: 750х900х600
",['750х900х600'],Нет в наличии,111 800 руб.
Стол лабораторный двухтумбовый с дверками и полками ForLab СЛ-03-104 (СЛ-03-МСК),"
ВхШхГ, мм: 750х900х600
",['750х900х600'],Нет в наличии,72 680 руб.
Стол лабораторный однотумбовый с дверкой и полкой ForLab СЛ-02-205 (СЛ-02-МСК),"
ВхШхГ, мм: 900х600х600
",['900х600х600'],Нет в наличии,54 820 руб.
"Стол лабораторный однотумбовый с дверкой, полкой и ящиком ForLab СЛ-01-206 (СЛ-01-МСК)","
ВхШхГ, мм: 900х450х600
",['900х450х600'],Нет в наличии,54 820 руб.
"Стол лабораторный двухтумбовый с дверками, полкой и ящиком ForLab СЛ-03-105 (СЛ-03-МСК)","
ВхШхГ, мм: 750х900х600
",['750х900х600'],Нет в наличии,82 460 руб.
Стол многоцелевого назначения с полкой МД-300,"
ВхШхГ, мм: 550х700х500
",['550х700х500'],Нет в наличии,3 110 руб.
Стол медицинской сестры МД-900 (ПДМС-МСК),"
ВхШхГ, мм: 1215х2615х2415
Вес, кг: 135
",['1215х2615х2415'],Нет в наличии,38 060 руб.
Стол медицинский для врача Титан МД-5301.14 (СМВ-МСК),"
ВхШхГ, мм: 750х1350х680
",['750х1350х680'],Нет в наличии,21 110 руб.
Тумба медицинская Титан МД-5103 (ТМ-МСК),"
ВхШхГ, мм: 660х450х430
Вес, кг: 38
",['660х450х430'],Нет в наличии,15 520 руб.
Тумба медицинская Титан МД-5104 (ТМ-МСК),"
ВхШхГ, мм: 660х450х430
Вес, кг: 38
",['660х450х430'],Нет в наличии,18 560 руб.
Тумба медицинская Титан МД-5105 (ТМ-МСК),"
ВхШхГ, мм: 660х450х430
Вес, кг: 25
",['660х450х430'],Нет в наличии,14 740 руб.
Подставка для биксов МСК-308,"
ВхШхГ, мм: 1010х560
Вес, кг: 6
",[],Нет в наличии,11 560 руб.
Подставка для биксов из нержавеющей стали МСК-5308,"
ВхШхГ, мм: 1010х560
Вес, кг: 6
",[],Нет в наличии,25 950 руб.
Стол медицинский инструментальный МСК-550 (СиМК-МСК),"
ВхШхГ, мм: 820х1000х800
Вес, кг: 15
",['820х1000х800'],Нет в наличии,25 980 руб.
Стол медицинский инструментальный МСК-5473.120.02 (СиМК-МСК),"
ВхШхГ, мм: 900х1200х600
Вес, кг: 25
",['900х1200х600'],Нет в наличии,40 660 руб.
Стол медицинский инструментальный МСК-5478.120.02 (СиМК-МСК),"
ВхШхГ, мм: 900х1200х900
Вес, кг: 25
",['900х1200х900'],Нет в наличии,46 760 руб.
Стол медицинский инструментальный МСК-678.090.01 (СиМК-МСК) (столешница нерж. сталь),"
ВхШхГ, мм: 900х750х600
Вес, кг: 20
",['900х750х600'],Нет в наличии,28 180 руб.
Стол медицинский инструментальный МСК-678.090.02 (СиМК-МСК) (столешница нерж. сталь),"
ВхШхГ, мм: 900х900х600
Вес, кг: 20
",['900х900х600'],Нет в наличии,28 180 руб.
Стол медицинский инструментальный МСК-678.120.01 (СиМК-МСК) (столешница нерж. сталь),"
ВхШхГ, мм: 750х1200х600
Вес, кг: 25
",['750х1200х600'],Нет в наличии,37 730 руб.
Стол медицинский инструментальный МСК-678.120.02 (СиМК-МСК) (столешница нерж. сталь),"
ВхШхГ, мм: 900х1200х600
Вес, кг: 25
",['900х1200х600'],Нет в наличии,37 730 руб.
Стол медицинский инструментальный МСК-678.150.01 (СиМК-МСК) (столешница нерж. сталь),"
ВхШхГ, мм: 1500х750х600
Вес, кг: 30
",['1500х750х600'],Нет в наличии,44 500 руб.
Стол медицинский инструментальный МСК-678.150.02 (СиМК-МСК) (столешница нерж. сталь),"
ВхШхГ, мм: 1500х900х600
Вес, кг: 30
",['1500х900х600'],Нет в наличии,44 500 руб.
Стол медицинский инструментальный МСК-678.180.01 (СиМК-МСК) (столешница нерж. сталь),"
ВхШхГ, мм: 1800х750х600
Вес, кг: 35
",['1800х750х600'],Нет в наличии,51 470 руб.
Стол медицинский инструментальный МСК-678.180.02 (СиМК-МСК) (столешница нерж. сталь),"
ВхШхГ, мм: 1800х900х600
Вес, кг: 35
",['1800х900х600'],Нет в наличии,51 470 руб.
Стол медицинский инструментальный МСК-687.120.01 (СиМК-МСК) (столешница нерж. сталь),"
ВхШхГ, мм: 900х1200х750
Вес, кг: 25
",['900х1200х750'],Нет в наличии,47 410 руб.
Стол медицинский инструментальный МСК-687.120.02 (СиМК-МСК) (столешница нерж. сталь),"
ВхШхГ, мм: 900х1200х900
Вес, кг: 25
",['900х1200х900'],Нет в наличии,47 410 руб.
Стол медицинский инструментальный МСК-687.150.01 (СиМК-МСК) (столешница нерж. сталь),"
ВхШхГ, мм: 900х1500х750
Вес, кг: 30
",['900х1500х750'],Нет в наличии,54 310 руб.
Стол медицинский инструментальный МСК-687.150.02 (СиМК-МСК) (столешница нерж. сталь),"
ВхШхГ, мм: 900х1500х900
Вес, кг: 30
",['900х1500х900'],Нет в наличии,54 310 руб.
Стол медицинский инструментальный МСК-687.180.01 (СиМК-МСК) (столешница нерж. сталь),"
ВхШхГ, мм: 900х1800х750
Вес, кг: 35
",['900х1800х750'],Нет в наличии,64 010 руб.
Стол медицинский инструментальный МСК-687.180.02 (СиМК-МСК),"
ВхШхГ, мм: 900х1800х900
Вес, кг: 35
",['900х1800х900'],Нет в наличии,64 010 руб.
Стол массажный с гидроприводом 4Hospitals МСК-222,"
ВхШхГ, мм: 440х2100х635
Вес, кг: 80
",['440х2100х635'],Нет в наличии,133 010 руб.
Стол массажный с электроприводом 4Hospitals МСК-223,"
ВхШхГ, мм: 440х2100х635
Вес, кг: 80
",['440х2100х635'],Нет в наличии,138 690 руб.
Кушетка физиотерапевтическая МД-600 (Белый),"
ВхШхГ, мм: 535х1950х650
Вес, кг: 30
",['535х1950х650'],Нет в наличии,13 620 руб.
Кушетка физиотерапевтическая 4Hospitals МД-601 (КФ601-МСК),"
ВхШхГ, мм: 570х1950х680
Вес, кг: 35
",['570х1950х680'],Нет в наличии,45 070 руб.
Кушетка смотровая МСК-203 (Белый),"
ВхШхГ, мм: 520х1950х650
Вес, кг: 30
",['520х1950х650'],Нет в наличии,8 540 руб.
Кушетка смотровая 4Hospitals МСК-217 (КМС-01-МСК),"
ВхШхГ, мм: 560х1970х660
Вес, кг: 30
",['560х1970х660'],Нет в наличии,23 720 руб.
Кушетка массажная 4Hospitals МСК-217-01 (КММ-01-МСК),"
ВхШхГ, мм: 780х1970х660
Вес, кг: 32
",['780х1970х660'],Нет в наличии,26 870 руб.
Кушетка массажная МСК-212 (Белый),"
ВхШхГ, мм: 780х1950х650
Вес, кг: 30
",['780х1950х650'],Нет в наличии,21 060 руб.
Диван медицинский МСК-235 (ДМК-МСК),"
ВхШхГ, мм: 800х1500х560
Вес, кг: 22
",['800х1500х560'],Нет в наличии,15 030 руб.
Диван медицинский МСК-235.01,"
ВхШхГ, мм: 800х1500х560
Вес, кг: 22
",['800х1500х560'],Нет в наличии,18 730 руб.
Кресло-каталка для общественных учреждений МСК-408,"
ВхШхГ, мм: 910х840х610
Вес, кг: 12
",['910х840х610'],Нет в наличии,20 620 руб.
Табурет лабораторный МСК-228 (ТЛ-МСК),"
ВхШхГ, мм: 470х610х455
",['470х610х455'],Нет в наличии,10 540 руб.
Стул лабораторный со спинкой МСК-232 (СТЛ-МСК),"
ВхШхГ, мм: 780х455
Вес, кг: 6
",[],Нет в наличии,13 280 руб.
Стул медицинский на металлическом каркасе МСК-230-420,"
ВхШхГ, мм: 760х380х395
Вес, кг: 5
",['760х380х395'],Нет в наличии,5 430 руб.
Стул медицинский 4Hospitals МСК-237.02 (4 секции),"
ВхШхГ, мм: 840х1840х535
Вес, кг: 30
",['840х1840х535'],Нет в наличии,37 780 руб.
Стул медицинский на металлическом каркасе МСК-230-450,"
ВхШхГ, мм: 820х380х425
Вес, кг: 5
",['820х380х425'],Нет в наличии,6 750 руб.
Кровать общебольничная функциональная МСК-4101 с пневмопружинами,"
ВхШхГ, мм: 915х2125х975
Вес, кг: 55
",['915х2125х975'],Нет в наличии,51 460 руб.
Кровать общебольничная функциональная МСК-1101 с винтовой механической регулировкой,"
ВхШхГ, мм: 870х2125х975
Вес, кг: 56
",['870х2125х975'],Нет в наличии,40 880 руб.
Кровать общебольничная функциональная МСК-111 со ступенчатой регулировкой,"
ВхШхГ, мм: 840х1950х700
Вес, кг: 25
",['840х1950х700'],Нет в наличии,19 310 руб.
Кровать общебольничная функциональная МСК-2101 с винтовой механической регулировкой,"
ВхШхГ, мм: 915х2125х975
Вес, кг: 56
",['915х2125х975'],Нет в наличии,46 610 руб.
Кровать общебольничная функциональная 4Hospitals МСК-2101Э с электроприводами,"
ВхШхГ, мм: 915х2125х975
Вес, кг: 52
",['915х2125х975'],Нет в наличии,90 320 руб.
Кровать общебольничная функциональная МСК-3101 с винтовой механической регулировкой,"
ВхШхГ, мм: 915х2125х975
Вес, кг: 56
",['915х2125х975'],Нет в наличии,57 750 руб.
Кровать общебольничная функциональная МСК-3105 с винтовой механической регулировкой,"
ВхШхГ, мм: 915х2125х975
Вес, кг: 55
",['915х2125х975'],Нет в наличии,49 870 руб.
Кровать общебольничная функциональная МСК-1105 с винтовой механической регулировкой,"
ВхШхГ, мм: 870х2125х975
Вес, кг: 55
",['870х2125х975'],Нет в наличии,34 980 руб.
Кровать общебольничная МСК-106,"
ВхШхГ, мм: 840х2050х900
Вес, кг: 45
",['840х2050х900'],Нет в наличии,18 690 руб.
Кровать общебольничная функциональная МСК-2105 с винтовой механической регулировкой,"
ВхШхГ, мм: 915х2125х975
Вес, кг: 55
",['915х2125х975'],Нет в наличии,44 530 руб.
Кровать общебольничная МСК-106М,"
ВхШхГ, мм: 840х2050х900
Вес, кг: 50
",['840х2050х900'],Нет в наличии,24 200 руб.
Кровать медицинская функциональная двухсекционная МСК-102 (КФ2-01-МСК) со ступенчатой регулировкой,"
ВхШхГ, мм: 900х2125х975
Вес, кг: 45
",['900х2125х975'],Нет в наличии,28 860 руб.
Кровать медицинская функциональная 4-секционная МСК-103 со ступенчатой регулировкой,"
ВхШхГ, мм: 900х2125х975
Вес, кг: 45
",['900х2125х975'],Нет в наличии,32 390 руб.
Кровать медицинская функциональная 4-секционная МСК-1103 с винтовой механической регулировкой,"
ВхШхГ, мм: 870х2125х975
Вес, кг: 66
",['870х2125х975'],Нет в наличии,43 220 руб.
Кровать медицинская функциональная 4-секционная МСК-4103 с пневмопружинами,"
ВхШхГ, мм: 915х2125х975
Вес, кг: 65
",['915х2125х975'],Нет в наличии,52 660 руб.
Кровать медицинская функциональная 4-секционная 4Hospitals МСК-4145 с пневмопружинами,"
ВхШхГ, мм: 915х2125х975
Вес, кг: 80
",['915х2125х975'],Нет в наличии,72 040 руб.
Кровать медицинская функциональная 4-секционная МСК-2103 с винтовой механической регулировкой,"
ВхШхГ, мм: 915х2125х975
Вес, кг: 66
",['915х2125х975'],Нет в наличии,44 170 руб.
Кровать медицинская функциональная двухсекционная МСК-1102,"
ВхШхГ, мм: 870х2125х975
Вес, кг: 62
",['870х2125х975'],Нет в наличии,46 680 руб.
Кровать медицинская функциональная 4-секционная МСК-171 с винтовой механической регулировкой,"
ВхШхГ, мм: 1170х2125х975
Вес, кг: 135
",['1170х2125х975'],Нет в наличии,73 240 руб.
Кровать медицинская функциональная 4-секционная МСК-144 с гидроприводом и винтовой регулировкой,"
ВхШхГ, мм: 1170х2125х975
Вес, кг: 100
",['1170х2125х975'],Нет в наличии,118 740 руб.
Кровать медицинская функциональная 4-секционная 4Hospitals МСК-140 с электроприводами,"
ВхШхГ, мм: 1255х2125х975
Вес, кг: 162
",['1255х2125х975'],Нет в наличии,263 170 руб.
Кровать медицинская функциональная 4-секционная 4Hospitals МСК-140Т с электроприводами,"
ВхШхГ, мм: 1255х2125х975
Вес, кг: 162
",['1255х2125х975'],Нет в наличии,278 560 руб.
Кровать медицинская функциональная 4-секционная МСК-145 с гидроприводом и пневмопружинами,"
ВхШхГ, мм: 880х2125х975
Вес, кг: 102
",['880х2125х975'],Нет в наличии,217 250 руб.
Кровать медицинская функциональная 4-секционная 4Hospitals МСК-3140 с электроприводами,"
ВхШхГ, мм: 800х2125х975
Вес, кг: 162
",['800х2125х975'],Нет в наличии,321 450 руб.
Кровать медицинская функциональная 4-секционная 4Hospitals МСК-3140Т с электроприводами,"
ВхШхГ, мм: 800х2125х975
Вес, кг: 162
",['800х2125х975'],Нет в наличии,348 410 руб.
Кровать медицинская функциональная 4-секционная 4Hospitals МСК-2140 с электроприводами,"
ВхШхГ, мм: 800х2125х975
Вес, кг: 162
",['800х2125х975'],Нет в наличии,293 070 руб.
Кровать медицинская функциональная 4-секционная 4Hospitals МСК-2140Т с регулировками электроприводом,"
ВхШхГ, мм: 800х2125х975
Вес, кг: 162
",['800х2125х975'],Нет в наличии,318 780 руб.
Кровать медицинская детская КФД-01-МСК-108,"
ВхШхГ, мм: 1220х1320х730
Вес, кг: 40
",['1220х1320х730'],Нет в наличии,32 840 руб.
Кровать-тележка для новорожденных МСК-110 (КТН-01-МСК),"
ВхШхГ, мм: 980х920х530
Вес, кг: 20
",['980х920х530'],Нет в наличии,21 710 руб.
Кровать-тележка для новорожденных МСК-130 (КТН-01-МСК),"
ВхШхГ, мм: 915х980х590
Вес, кг: 20
",['915х980х590'],Нет в наличии,17 010 руб.
Кровать-тележка для новорожденных 4Hospitals МСК-5130,"
ВхШхГ, мм: 915х980х590
",['915х980х590'],Нет в наличии,37 750 руб.
"Кровать детская (1-5 лет) с ограждением КД (каркас белый), матрац","
ВхШхГ, мм: 1225х1200х760
",['1225х1200х760'],Есть в наличии,36 370 руб.
"Кровать детская (1-5 лет) с ограждением КДФ (каркас белый), матрац","
ВхШхГ, мм: 1225х1200х760
",['1225х1200х760'],Есть в наличии,39 900 руб.
Кровать подростковая с ограждением КМП-1П-01 (каркас белый),"
ВхШхГ, мм: 800х1650х700
",['800х1650х700'],Есть в наличии,24 080 руб.
Стол операционный универсальный 4Hospitals МСК-631,"
ВхШхГ, мм: 740х2000х650
",['740х2000х650'],Нет в наличии,949 230 руб.
Стол операционный универсальный МСК-3636 (с регулировкой на электроприводе),"
ВхШхГ, мм: 770х2000х650
Вес, кг: 180
",['770х2000х650'],Нет в наличии,1 393 390 руб.
Стол операционный универсальный 4Hospitals МСК-632,"
ВхШхГ, мм: 770х2000х580
",['770х2000х580'],Нет в наличии,1 217 380 руб.
Стол операционный универсальный офтальмологический 4Hospitals МСК-633Р,"
ВхШхГ, мм: 650х2000х700
Вес, кг: 120
",['650х2000х700'],Нет в наличии,573 240 руб.
Стол операционный универсальный офтальмологический 4Hospitals МСК-633П,"
ВхШхГ, мм: 710х2000х700
",['710х2000х700'],Нет в наличии,261 380 руб.
Ростомер медицинский МСК-233 (Р-Ст-МСК),"
ВхШхГ, мм: 2166х530х440
Вес, кг: 14
",['2166х530х440'],Нет в наличии,9 440 руб.
Ростомер медицинский МСК-234 (Р-Ст-МСК),"
ВхШхГ, мм: 2166х530х440
Вес, кг: 10
",['2166х530х440'],Нет в наличии,7 230 руб.
Тележка межкорпусная МСК-509,"
ВхШхГ, мм: 950х975х625
Вес, кг: 35
",['950х975х625'],Нет в наличии,34 800 руб.
Тележка межкорпусная МСК-541,"
ВхШхГ, мм: 950х860х500
Вес, кг: 25
",['950х860х500'],Нет в наличии,20 320 руб.
Тележка межкорпусная МСК-527.200,"
ВхШхГ, мм: 950х975х625
Вес, кг: 30
",['950х975х625'],Нет в наличии,25 060 руб.
Тележка межкорпусная МСК-529.200,"
ВхШхГ, мм: 950х1170х625
Вес, кг: 40
",['950х1170х625'],Нет в наличии,27 730 руб.
Тележка межкорпусная МСК-542.200,"
ВхШхГ, мм: 950х1450х800
Вес, кг: 50
",['950х1450х800'],Нет в наличии,31 210 руб.
Тележка межкорпусная МСК-531.200,"
ВхШхГ, мм: 950х1650х800
Вес, кг: 50
",['950х1650х800'],Нет в наличии,33 830 руб.
Тележка межкорпусная МСК-539.200,"
ВхШхГ, мм: 950х1035х625
Вес, кг: 40
",['950х1035х625'],Нет в наличии,28 430 руб.
Тележка межкорпусная МСК-540.200,"
ВхШхГ, мм: 950х1230х625
Вес, кг: 40
",['950х1230х625'],Нет в наличии,31 310 руб.
Тележка межкорпусная МСК-543.200,"
ВхШхГ, мм: 950х1510х800
Вес, кг: 45
",['950х1510х800'],Нет в наличии,35 000 руб.
Тележка межкорпусная МСК-535.200,"
ВхШхГ, мм: 950х1710х800
Вес, кг: 60
",['950х1710х800'],Нет в наличии,38 500 руб.
Тележка медицинская МСК-506,"
ВхШхГ, мм: 880х1020х500
Вес, кг: 20
",['880х1020х500'],Нет в наличии,35 490 руб.
Тележка медицинская МСК-507,"
ВхШхГ, мм: 880х1020х500
Вес, кг: 20
",['880х1020х500'],Нет в наличии,35 490 руб.
Тележка медицинская МСК-508,"
ВхШхГ, мм: 880х1020х500
Вес, кг: 20
",['880х1020х500'],Нет в наличии,35 490 руб.
Тележка-стеллаж медицинская МСК-516,"
ВхШхГ, мм: 1540х640х420
Вес, кг: 60
",['1540х640х420'],Нет в наличии,62 010 руб.
Тележка-стеллаж медицинская МСК-522,"
ВхШхГ, мм: 1480х640х420
Вес, кг: 60
",['1480х640х420'],Нет в наличии,50 940 руб.
Тележка для перевозки больных МСК-401 (ТБсп-02-МСК),"
ВхШхГ, мм: 800х2050х625
Вес, кг: 27
",['800х2050х625'],Нет в наличии,29 630 руб.
Тележка для перевозки пациентов МСК-401-01 (ТБсп-01-МСК),"
ВхШхГ, мм: 800х2050х625
Вес, кг: 28
",['800х2050х625'],Нет в наличии,34 490 руб.
Тележка для перевозки больных МСК-404 (ТПБв-01-МСК),"
ВхШхГ, мм: 470х2040х740
Вес, кг: 80
",['470х2040х740'],Нет в наличии,116 660 руб.
Тележка для перевозки больных 4Hospitals МСК-441 (ТПБв-01-МСК),"
ВхШхГ, мм: 480х2195х830
Вес, кг: 115
",['480х2195х830'],Нет в наличии,245 670 руб.
Ширма медицинская МСК-302,"
ВхШхГ, мм: 1720х800х400
Вес, кг: 4
",['1720х800х400'],Нет в наличии,3 730 руб.
Ширма медицинская МСК-2302,"
ВхШхГ, мм: 1720х800х400
Вес, кг: 8
",['1720х800х400'],Нет в наличии,7 470 руб.
Ширма медицинская МСК-3302,"
Вес, кг: 12
",[],Нет в наличии,11 210 руб.
Ширма медицинская МСК-302-01,"
ВхШхГ, мм: 1720х800х400
Вес, кг: 4
",['1720х800х400'],Нет в наличии,3 250 руб.
Ширма медицинская МСК-2302-01,"
ВхШхГ, мм: 1720х800х400
Вес, кг: 8
",['1720х800х400'],Нет в наличии,6 500 руб.
Ширма медицинская МСК-3302-01,"
ВхШхГ, мм: 1720х800х400
Вес, кг: 12
",['1720х800х400'],Нет в наличии,9 750 руб.
Ширма медицинская 4Hospitals МСК-5302,"
ВхШхГ, мм: 1720х800х400
Вес, кг: 4
",['1720х800х400'],Нет в наличии,12 880 руб.
Ширма медицинская МСК-25302,"
ВхШхГ, мм: 1720х800х400
Вес, кг: 8
",['1720х800х400'],Нет в наличии,25 750 руб.
Ширма медицинская 4Hospitals МСК-35302,"
ВхШхГ, мм: 1720х800х400
Вес, кг: 12
",['1720х800х400'],Нет в наличии,38 620 руб.
Ширма медицинская 4Hospitals МСК-5302-01,"
ВхШхГ, мм: 1720х800х400
Вес, кг: 4
",['1720х800х400'],Нет в наличии,11 340 руб.
Ширма медицинская МСК-25302-01,"
ВхШхГ, мм: 1720х800х400
Вес, кг: 8
",['1720х800х400'],Нет в наличии,22 670 руб.
Ширма медицинская 4Hospitals МСК-35302-01,"
ВхШхГ, мм: 1720х800х400
Вес, кг: 12
",['1720х800х400'],Нет в наличии,33 990 руб.
Штатив медицинский МСК-317 (ШВ-01-МСК),"
ВхШхГ, мм: 1650х600
Вес, кг: 4
",[],Нет в наличии,1 700 руб.
Штатив медицинский для вливаний МСК-311 с креплением на кровать,"
ВхШхГ, мм: 1000х200х105
Вес, кг: 4
",['1000х200х105'],Нет в наличии,3 040 руб.
Штатив медицинский для вливаний МСК-330 с креплением на кровать,"
ВхШхГ, мм: 1000х240х100
Вес, кг: 4
",['1000х240х100'],Нет в наличии,3 040 руб.
Штатив медицинский МСК-310-01,"
ВхШхГ, мм: 1200-2000х570
Вес, кг: 4
",[],Нет в наличии,2 540 руб.
Штатив медицинский 4Hospitals МСК-5310-01,"
ВхШхГ, мм: 1150-1950х435
Вес, кг: 4
",[],Нет в наличии,15 730 руб.
Штатив медицинский МСК-310 (ШВ-МСК),"
ВхШхГ, мм: 1200-2000х640
Вес, кг: 4
",[],Нет в наличии,4 790 руб.
Штатив медицинский 4Hospitals МСК-5310,"
ВхШхГ, мм: 1150-1950х475
Вес, кг: 4
",[],Нет в наличии,17 410 руб.
Штатив медицинский для вливаний 4Hospitals МСК-629/2,"
Вес, кг: 3
",[],Нет в наличии,32 570 руб.
Негатоскоп общего назначения однокадровый МСК-907.01 (НОН 907.01-«МСК»),"
ВхШхГ, мм: 565х465х140
Вес, кг: 6
",['565х465х140'],Нет в наличии,9 320 руб.
Негатоскоп общего назначения двухкадровый МСК-907.02 (НОН 907.02-«МСК»),"
ВхШхГ, мм: 565х820х140
Вес, кг: 10
",['565х820х140'],Нет в наличии,14 480 руб.
Негатоскоп общего назначения трехкадровый МСК-907.03 (НОН 907.03-«МСК»),"
ВхШхГ, мм: 565х1170х140
Вес, кг: 13
",['565х1170х140'],Нет в наличии,20 940 руб.
Негатоскоп общего назначения четырехкадровый МСК-907.04 (НОН 907.04-«МСК»),"
ВхШхГ, мм: 565х1530х140
Вес, кг: 16
",['565х1530х140'],Нет в наличии,24 110 руб.
Негатоскоп общего назначения однокадровый МСК-5907.01 (НОН 907.01-«МСК») из нержавеющей стали,"
ВхШхГ, мм: 565х465х140
Вес, кг: 6
",['565х465х140'],Нет в наличии,14 910 руб.
Негатоскоп общего назначения двухкадровый МСК-5907.02 (НОН 907.02-«МСК») из нержавеющей стали,"
ВхШхГ, мм: 565х820х140
Вес, кг: 10
",['565х820х140'],Нет в наличии,24 850 руб.
Негатоскоп общего назначения трехкадровый МСК-5907.03 (НОН 907.03-«МСК») из нержавеющей стали,"
ВхШхГ, мм: 565х1170х140
Вес, кг: 13
",['565х1170х140'],Нет в наличии,35 730 руб.
Негатоскоп общего назначения четырехкадровый МСК-5907.04 (НОН 907.04-«МСК») из нержавеющей стали,"
ВхШхГ, мм: 565х1530х140
Вес, кг: 16
",['565х1530х140'],Нет в наличии,40 400 руб.
Кровать механическая 3-х секционная КМ-3П (каркас белый),"
ВхШхГ, мм: 1000х2100х860
",['1000х2100х860'],Есть в наличии,42 240 руб.
Кровать функциональная механическая 4-х секционная КМ-4П (каркас белый),"
ВхШхГ, мм: 1000х2100х860
",['1000х2100х860'],Есть в наличии,45 060 руб.
Кровать медицинская MB-95 (электропривод),"
ВхШхГ, мм: 1245х2320х1060
Вес, кг: 100
",['1245х2320х1060'],Нет в наличии,По запросу
