title,description,size,availability,price
Шкаф КБ-033ТН/КБС-033ТН,"
ВхШхГ, мм: 1502х470х390
Вес, кг: 40
",['1502х470х390'],Есть в наличии,17 890 руб.
Шкаф бухгалтерский Aiko SL-125T,"
ВхШхГ, мм: 1252х460х340
Вес, кг: 28
",['1252х460х340'],Есть в наличии,9 330 руб.
Шкаф КБ-02т/КБС-02т,"
ВхШхГ, мм: 320х420х350
Вес, кг: 12
",['320х420х350'],Есть в наличии,6 480 руб.
Шкаф для белья и одежды МД-502 (ШМБО-МСК),"
ВхШхГ, мм: 1800х860х560
Вес, кг: 75
",['1800х860х560'],Есть в наличии,17 140 руб.
Шкаф для белья и одежды МД-503.02 (ШМБО-МСК),"
ВхШхГ, мм: 1800х860х560
Вес, кг: 75
",['1800х860х560'],Есть в наличии,17 350 руб.
Шкаф для одежды металлический разборный двухстворчатый на винтах МСК-981.232,"
ВхШхГ, мм: 1850х900х450
",['1850х900х450'],Есть в наличии,30 000 руб.
"Шкаф ШМА-0,5(800)","
ВхШхГ, мм: 850х800х500
Вес, кг: 20.7
",['850х800х500'],Есть в наличии,10 530 руб.
Шкаф инструментальный ВЛ-051-03,"
ВхШхГ, мм: 1000х1024х625
Вес, кг: 60.5
",['1000х1024х625'],Есть в наличии,63 750 руб.
Шкаф медицинский ШМД-03,"
ВхШхГ, мм: 1850х600х400
",['1850х600х400'],Есть в наличии,29 550 руб.
Шкаф для документов и справочной литературы ШД-04,"
ВхШхГ, мм: 1805х805х405
",['1805х805х405'],Есть в наличии,33 510 руб.
Шкаф для кабинета врача ШКВ-03,"
ВхШхГ, мм: 1850х800х400
",['1850х800х400'],Есть в наличии,39 870 руб.
Шкаф для кабинета врача ШКВ-04,"
ВхШхГ, мм: 1850х800х400
",['1850х800х400'],Есть в наличии,36 590 руб.
Шкаф палатный ШП-03,"
ВхШхГ, мм: 1850х800х500
",['1850х800х500'],Есть в наличии,29 550 руб.
Шкаф медицинский 4Hospitals МСК-653.12 (ШМ-01),"
ВхШхГ, мм: 1750х700х320
Вес, кг: 63
",['1750х700х320'],Есть в наличии,84 780 руб.
Шкаф медицинский МСК-5646.12 (ШМ-01),"
ВхШхГ, мм: 1755х570х320
Вес, кг: 40
",['1755х570х320'],Есть в наличии,82 500 руб.
Шкаф медицинский МСК-982.213 (ШМм-МСК),"
ВхШхГ, мм: 1850х900х450
Вес, кг: 60
",['1850х900х450'],Есть в наличии,28 950 руб.
Шкаф для белья и одежды МД-508.01 (ШМБО-МСК),"
ВхШхГ, мм: 1800х450х560
Вес, кг: 50
",['1800х450х560'],Есть в наличии,12 530 руб.
Шкаф инструментальный TC-1995-004000,"
ВхШхГ, мм: 1900х950х500
",['1900х950х500'],Есть в наличии,26 870 руб.
Шкаф ПРАКТИК LS-31,"
ВхШхГ, мм: 1830х885х500
Вес, кг: 40.3
",['1830х885х500'],Есть в наличии,14 710 руб.
Шкаф для сумок ПРАКТИК LS-34,"
ВхШхГ, мм: 1830х885х500
Вес, кг: 44.4
",['1830х885х500'],Есть в наличии,20 930 руб.
Шкаф для одежды ТМ-12-60,"
ВхШхГ, мм: 1830х600х500
Вес, кг: 48
",['1830х600х500'],Есть в наличии,14 580 руб.
Шкаф для одежды ТМ-12-80,"
ВхШхГ, мм: 1830х800х500
Вес, кг: 55
",['1830х800х500'],Есть в наличии,18 000 руб.
Шкаф для одежды ШРК-24-800,"
ВхШхГ, мм: 1850х800х500
Вес, кг: 34
",['1850х800х500'],Есть в наличии,16 470 руб.
Шкаф для одежды ШРС-12-300,"
ВхШхГ, мм: 1850х300х500
Вес, кг: 17
",['1850х300х500'],Есть в наличии,8 770 руб.
Шкаф для одежды ШРС-12-300 ДС,"
ВхШхГ, мм: 1850х300х500
Вес, кг: 17
",['1850х300х500'],Есть в наличии,8 000 руб.
Шкаф для одежды ШРЭК-21-530 ВСК,"
ВхШхГ, мм: 1850х530х500
Вес, кг: 27
",['1850х530х500'],Есть в наличии,10 730 руб.
Шкаф для одежды ШРЭК-22-530 ВСК,"
ВхШхГ, мм: 1850х530х500
Вес, кг: 29
",['1850х530х500'],Есть в наличии,11 200 руб.
Шкаф для одежды ШРК-22-600 ВСК,"
ВхШхГ, мм: 1850х600х500
Вес, кг: 30
",['1850х600х500'],Есть в наличии,12 200 руб.
Шкаф для одежды ШРК-22-800 ВСК,"
ВхШхГ, мм: 1850х800х500
Вес, кг: 30
",['1850х800х500'],Есть в наличии,15 190 руб.
Шкаф для одежды ШРК-24-600,"
ВхШхГ, мм: 1850х600х500
Вес, кг: 30
",['1850х600х500'],Есть в наличии,13 460 руб.
Шкаф для одежды ШРК 21-400,"
ВхШхГ, мм: 1850х400х500
Вес, кг: 22
",['1850х400х500'],Есть в наличии,9 310 руб.
Шкаф для одежды ШР 22-800 сварной,"
ВхШхГ, мм: 1850х800х500
Вес, кг: 34
",['1850х800х500'],Есть в наличии,14 860 руб.
Шкаф для одежды ШР 24-600 сварной,"
ВхШхГ, мм: 1850х600х495
Вес, кг: 30
",['1850х600х495'],Есть в наличии,15 100 руб.
Шкаф металлический ШРМ-182,"
ВхШхГ, мм: 1840х400х500
",['1840х400х500'],Есть в наличии,12 180 руб.
Шкаф металлический ШРМ-282,"
ВхШхГ, мм: 1840х800х500
Вес, кг: 35
",['1840х800х500'],Есть в наличии,20 660 руб.
Шкаф металлический ШРМ-382,"
ВхШхГ, мм: 1840х1200х500
Вес, кг: 49
",['1840х1200х500'],Есть в наличии,28 900 руб.
Шкаф металлический ШРМ-482,"
ВхШхГ, мм: 1840х1600х500
Вес, кг: 67
",['1840х1600х500'],Есть в наличии,37 220 руб.
Шкаф металлический ШРМ-211,"
ВхШхГ, мм: 1840х600х500
Вес, кг: 30
",['1840х600х500'],Есть в наличии,15 780 руб.
Шкаф металлический ШРМ-230,"
ВхШхГ, мм: 1850х600х500
Вес, кг: 31
",['1850х600х500'],Есть в наличии,14 690 руб.
Шкаф металлический ШРМ-130,"
ВхШхГ, мм: 1850х300х500
Вес, кг: 17
",['1850х300х500'],Есть в наличии,10 200 руб.
Шкаф 9 ячеечный ШМ 33-30,"
ВхШхГ, мм: 1500х900х500
Вес, кг: 35
",['1500х900х500'],Есть в наличии,20 170 руб.
"Шкаф Universal, малый (1000х950х500мм) №4","
ВхШхГ, мм: 1000х950х505
",['1000х950х505'],Нет в наличии,74 300 руб.
Шкаф навесной СШИ.Н-01.00.02,"
ВхШхГ, мм: 830х950х300
Вес, кг: 31.6
",['830х950х300'],Есть в наличии,21 250 руб.
Шкаф навесной СШИ.Н-01.01.03,"
ВхШхГ, мм: 830х950х300
Вес, кг: 38.2
",['830х950х300'],Есть в наличии,26 210 руб.
Шкаф навесной СШИ.Н-01.03.02,"
ВхШхГ, мм: 830х950х300
Вес, кг: 44.5
",['830х950х300'],Есть в наличии,26 650 руб.
Шкаф навесной СШИ.Н-02.00.06,"
ВхШхГ, мм: 830х950х300
Вес, кг: 37.8
",['830х950х300'],Есть в наличии,27 510 руб.
Шкаф навесной СШИ.Н-02.01.05,"
ВхШхГ, мм: 830х950х300
Вес, кг: 39.3
",['830х950х300'],Есть в наличии,29 310 руб.
Шкаф навесной СШИ.Н-02.05.03,"
ВхШхГ, мм: 830х950х300
Вес, кг: 47.7
",['830х950х300'],Есть в наличии,31 120 руб.
Шкаф инструментальный TNC 180.0,"
ВхШхГ, мм: 1800x1000x500
",['1800x1000x500'],Есть в наличии,35 470 руб.
Шкаф инструментальный TNC 180.S4,"
ВхШхГ, мм: 1800x1000x500
",['1800x1000x500'],Есть в наличии,45 130 руб.
Шкаф инструментальный TNC 180.S6,"
ВхШхГ, мм: 1800x1000x500
",['1800x1000x500'],Есть в наличии,49 960 руб.
Шкаф для мобильных телефонов ШДМ-33,"
ВхШхГ, мм: 500х400х200
",['500х400х200'],Есть в наличии,13 090 руб.
Шкаф ПРАКТИК LS-21-50,"
ВхШхГ, мм: 1830х500х500
Вес, кг: 27.5
",['1830х500х500'],Есть в наличии,10 120 руб.
Шкаф для противогазов 12 ячеек,"
ВхШхГ, мм: 1174х460х380
Вес, кг: 60
",['1174х460х380'],Есть в наличии,35 310 руб.
Шкаф для противогазов 24 ячейки,"
ВхШхГ, мм: 1730х600х380
Вес, кг: 70
",['1730х600х380'],Есть в наличии,60 850 руб.
Шкаф для противогазов 24 ячейки (двухсекционный),"
ВхШхГ, мм: 1174х920х380
Вес, кг: 72
",['1174х920х380'],Есть в наличии,66 130 руб.
Шкаф для противогазов 36 ячеек,"
ВхШхГ, мм: 1730х920х380
Вес, кг: 95
",['1730х920х380'],Есть в наличии,81 340 руб.
Шкаф для противогазов на 12 ячеек без дверей ШПГ-12о,"
ВхШхГ, мм: 1180х510х380
",['1180х510х380'],Есть в наличии,20 310 руб.
Шкаф для противогазов на 36 ячеек ШПГ-36,"
ВхШхГ, мм: 1730х920х380
",['1730х920х380'],Есть в наличии,44 700 руб.
Шкаф для противогазов на 12 ячеек ШПГ-12,"
ВхШхГ, мм: 1180х510х380
",['1180х510х380'],Есть в наличии,24 260 руб.
Шкаф для противогазов на 24 ячейки ШПГ-24,"
ВхШхГ, мм: 1730х645х380
",['1730х645х380'],Есть в наличии,34 710 руб.
Шкаф для противогазов на 24 ячейки без дверей ШПГ-24о,"
ВхШхГ, мм: 1730х645х380
",['1730х645х380'],Есть в наличии,29 160 руб.
Шкаф для противогазов на 36 ячеек без дверей ШПГ-36о,"
ВхШхГ, мм: 1730х920х380
",['1730х920х380'],Есть в наличии,37 230 руб.
Огнестойкий шкаф DION 1200 для хранения литий-ионных АКБ,"
ВхШхГ, мм: 2005х1180х715
Вес, кг: 220
",['2005х1180х715'],Нет в наличии,По запросу
Огнестойкий шкаф DION 700 для хранения литий-ионных АКБ,"
ВхШхГ, мм: 2005х680х715
Вес, кг: 150
",['2005х680х715'],Нет в наличии,По запросу
Антресоль АШРК-22-600,"
ВхШхГ, мм: 560х600х500
Вес, кг: 12
",['560х600х500'],Есть в наличии,6 550 руб.
Шкаф медицинский ШММ-1,"
ВхШхГ, мм: 1680х555х320
",['1680х555х320'],Есть в наличии,20 860 руб.
Шкаф для ключей К-20 (с брелками),"
ВхШхГ, мм: 185х300х50
Вес, кг: 1
",['185х300х50'],Есть в наличии,2 510 руб.
Шкаф для ключей К-48 (с брелками),"
ВхШхГ, мм: 360х325х85
Вес, кг: 2
",['360х325х85'],Есть в наличии,3 090 руб.
Шкаф для ключей К-20 R (с брелками),"
ВхШхГ, мм: 200х160х80
",['200х160х80'],Есть в наличии,2 000 руб.
Шкаф для ключей К-48 R (с брелками),"
ВхШхГ, мм: 300х240х80
Вес, кг: 1.6
",['300х240х80'],Есть в наличии,2 380 руб.
Шкаф для ключей К-96 R (с брелками),"
ВхШхГ, мм: 300х240х80
Вес, кг: 2.3
",['300х240х80'],Есть в наличии,3 510 руб.
Шкаф медицинский МСК-2922.600 (ШМм-МСК),"
ВхШхГ, мм: 1790х600х500
Вес, кг: 42
",['1790х600х500'],Есть в наличии,15 490 руб.
Шкаф медицинский МД 2 ШМ,"
ВхШхГ, мм: 1830х915х458
Вес, кг: 47
",['1830х915х458'],Есть в наличии,18 860 руб.
Шкафы для раздевалок SL-1,"
ВхШхГ, мм: 1800х300х500
Вес, кг: 26
",['1800х300х500'],Есть в наличии,24 610 руб.
Шкафы для раздевалок SL-1S,"
ВхШхГ, мм: 1800х300х500
Вес, кг: 22
",['1800х300х500'],Есть в наличии,19 760 руб.
Шкаф для одежды ШР-11 L 400П,"
ВхШхГ, мм: 1850х400х500
Вес, кг: 24.46
",['1850х400х500'],Есть в наличии,9 960 руб.
Шкаф для одежды ШР-11 L 400П Доп. Секция,"
ВхШхГ, мм: 1850х400х500
Вес, кг: 20
",['1850х400х500'],Есть в наличии,9 320 руб.
Шкаф металлический для одежды 2L-B1A,"
ВхШхГ, мм: 1850х600х500
Вес, кг: 28.5
",['1850х600х500'],Есть в наличии,12 030 руб.
Шкаф металлический для одежды 2L-B1A-800,"
ВхШхГ, мм: 1850х800х500
Вес, кг: 36
",['1850х800х500'],Есть в наличии,15 180 руб.
Антресоль к Шкафу А-8,"
ВхШхГ, мм: 850х800х500
Вес, кг: 20
",['850х800х500'],Есть в наличии,10 180 руб.
Архивный шкаф КС 10,"
ВхШхГ, мм: 1850х880х390
Вес, кг: 110
",['1850х880х390'],Есть в наличии,47 820 руб.
Архивный шкаф КС 20,"
ВхШхГ, мм: 2010х980х490
Вес, кг: 150
",['2010х980х490'],Есть в наличии,55 020 руб.
Шкаф офисный ШМ-120ТМ2,"
ВхШхГ, мм: 1200х460х350
Вес, кг: 27
",['1200х460х350'],Есть в наличии,12 160 руб.
Шкаф офисный ШМ-120ТМ2Э,"
ВхШхГ, мм: 1200х460х350
Вес, кг: 30
",['1200х460х350'],Есть в наличии,14 160 руб.
Шкаф офисный ШМ-150ТМ2,"
ВхШхГ, мм: 1490х460х350
Вес, кг: 32
",['1490х460х350'],Есть в наличии,15 300 руб.
Шкаф офисный ШМ-180ТМ2,"
ВхШхГ, мм: 1800х460х350
Вес, кг: 39
",['1800х460х350'],Есть в наличии,17 260 руб.
Шкаф офисный ШМ-62ТМ2,"
ВхШхГ, мм: 620х460х350
Вес, кг: 17
",['620х460х350'],Есть в наличии,8 350 руб.
Шкаф офисный ШМ-62ТМ2Э,"
ВхШхГ, мм: 620х460х350
Вес, кг: 17
",['620х460х350'],Есть в наличии,10 350 руб.
Шкаф офисный ШМ-90ТМ2,"
ВхШхГ, мм: 900х450х350
Вес, кг: 21
",['900х450х350'],Есть в наличии,10 300 руб.
Шкаф офисный ШМ-90ТМ2Э,"
ВхШхГ, мм: 900х460х350
Вес, кг: 24
",['900х460х350'],Есть в наличии,12 290 руб.
Шкаф офисный Klesto M180K,"
ВхШхГ, мм: 1800х460х340
Вес, кг: 42
",['1800х460х340'],Есть в наличии,23 530 руб.
Шкаф офисный КД-112 (без полок),"
ВхШхГ, мм: 877х450х350
Вес, кг: 16.4
",['877х450х350'],Есть в наличии,11 500 руб.
Шкаф офисный КД-111 (без полок),"
ВхШхГ, мм: 478х450х350
Вес, кг: 10.4
",['478х450х350'],Есть в наличии,6 710 руб.
Шкаф офисный КД-113 (без полок),"
ВхШхГ, мм: 1276х450х350
Вес, кг: 23.4
",['1276х450х350'],Есть в наличии,16 290 руб.
Шкаф офисный КД-114 (без полок),"
ВхШхГ, мм: 1675х450х350
Вес, кг: 29.5
",['1675х450х350'],Есть в наличии,20 560 руб.
Шкаф офисный Klesto M63K,"
ВхШхГ, мм: 900х460х340
Вес, кг: 22
",['900х460х340'],Есть в наличии,11 300 руб.
Шкаф офисный Klesto M90K,"
ВхШхГ, мм: 1250х460х340
",['1250х460х340'],Есть в наличии,13 630 руб.
Шкаф офисный Klesto M125K,"
ВхШхГ, мм: 1250х460х340
Вес, кг: 30
",['1250х460х340'],Есть в наличии,16 300 руб.
Шкаф офисный Klesto M127K/2,"
ВхШхГ, мм: 1272х460х340
Вес, кг: 31
",['1272х460х340'],Есть в наличии,19 650 руб.
Картотечный шкаф ПРАКТИК AFC-04C,"
ВхШхГ, мм: 1330х470х630
Вес, кг: 50
",['1330х470х630'],Есть в наличии,26 010 руб.
Картотечный шкаф КО-41т,"
ВхШхГ, мм: 1245х500х600
Вес, кг: 46.1
",['1245х500х600'],Есть в наличии,27 330 руб.
Картотечный шкаф КО-51т,"
ВхШхГ, мм: 1530х500х600
Вес, кг: 58
",['1530х500х600'],Есть в наличии,32 640 руб.
Шкаф абонентский РА.1.64,"
ВхШхГ, мм: 1840х1100х350
Вес, кг: 117
",['1840х1100х350'],Есть в наличии,87 990 руб.
Шкаф абонентский РА.3.100,"
ВхШхГ, мм: 1798х1010х315
Вес, кг: 138
",['1798х1010х315'],Есть в наличии,119 090 руб.
Шкаф абонентский РА.1.30,"
ВхШхГ, мм: 1600х890х400
Вес, кг: 81
",['1600х890х400'],Есть в наличии,61 570 руб.
Шкаф абонентский РА.2.38,"
ВхШхГ, мм: 1875х620х340
Вес, кг: 71
",['1875х620х340'],Есть в наличии,58 610 руб.
Шкаф абонентский РА.1.60,"
ВхШхГ, мм: 1872х1010х260
Вес, кг: 93
",['1872х1010х260'],Есть в наличии,74 370 руб.
Шкаф абонентский РА.2.56,"
ВхШхГ, мм: 1750х1100х380
Вес, кг: 114
",['1750х1100х380'],Есть в наличии,86 160 руб.
Шкаф абонентский РА.1.100,"
ВхШхГ, мм: 1752х970х315
Вес, кг: 117
",['1752х970х315'],Есть в наличии,109 630 руб.
Шкаф абонентский РА.1.22,"
ВхШхГ, мм: 1885х560х340
",['1885х560х340'],Есть в наличии,44 280 руб.
Шкаф абонентский РА.2.22,"
ВхШхГ, мм: 1885х560х340
Вес, кг: 56
",['1885х560х340'],Есть в наличии,45 600 руб.
Шкаф абонентский РА.3.38,"
ВхШхГ, мм: 1800х600х340
Вес, кг: 78
",['1800х600х340'],Есть в наличии,70 440 руб.
Шкаф абонентский РА.2.60,"
ВхШхГ, мм: 1872х1010х260
Вес, кг: 93
",['1872х1010х260'],Есть в наличии,78 050 руб.
Шкаф абонентский РА.3.60,"
ВхШхГ, мм: 1968х1020х260
Вес, кг: 109
",['1968х1020х260'],Есть в наличии,86 890 руб.
Шкаф абонентский РА.2.100,"
ВхШхГ, мм: 1752х970х315
Вес, кг: 117
",['1752х970х315'],Есть в наличии,115 730 руб.
Шкаф абонентский РА.1.38,"
ВхШхГ, мм: 1875х620х340
Вес, кг: 71
",['1875х620х340'],Есть в наличии,56 280 руб.
Шкаф абонентский РА.1.56,"
ВхШхГ, мм: 1750х1100х380
Вес, кг: 114
",['1750х1100х380'],Есть в наличии,82 360 руб.
Шкаф абонентский РА.2.64,"
ВхШхГ, мм: 1840х1100х350
Вес, кг: 117
",['1840х1100х350'],Есть в наличии,91 850 руб.
Шкаф абонентский РА.2.30,"
ВхШхГ, мм: 1600х890х400
Вес, кг: 81
",['1600х890х400'],Есть в наличии,63 400 руб.
Шкаф абонементный 18 ячеек,"
ВхШхГ, мм: 1850х600х420
Вес, кг: 86
",['1850х600х420'],Нет в наличии,50 690 руб.
Шкаф сушильный Dryer 1851,"
ВхШхГ, мм: 1830x550x580
Вес, кг: 66
",['1830x550x580'],Есть в наличии,62 160 руб.
Шкаф сушильный ШС-2-8 для обуви,"
ВхШхГ, мм: 1900х600х620
Вес, кг: 80
",['1900х600х620'],Есть в наличии,65 850 руб.
Шкаф сушильный ШС-2 для одежды и обуви,"
ВхШхГ, мм: 1900х600х620
Вес, кг: 60
",['1900х600х620'],Есть в наличии,54 940 руб.
Шкаф сушильный ШС-8 для одежды и обуви,"
ВхШхГ, мм: 1900х1800х620
Вес, кг: 240
",['1900х1800х620'],Есть в наличии,140 590 руб.
Шкаф сушильный ШС-4-8 для одежды и обуви,"
ВхШхГ, мм: 1900х1200х620
Вес, кг: 180
",['1900х1200х620'],Есть в наличии,103 680 руб.
Шкаф сушильный ШС-4В на жидком теплоносителе,"
ВхШхГ, мм: 2050х1200х620
Вес, кг: 120
",['2050х1200х620'],Есть в наличии,117 020 руб.
Шкаф сушильный ШС-8 Ш для одежды и обуви,"
ВхШхГ, мм: 1900х1800х620
Вес, кг: 170
",['1900х1800х620'],Есть в наличии,122 370 руб.
Шкаф сушильный ШС-4/1 для одежды и обуви,"
ВхШхГ, мм: 1900х1200х620
Вес, кг: 120
",['1900х1200х620'],Есть в наличии,92 060 руб.
Шкаф сушильный ШС-4-15 В для обуви,"
ВхШхГ, мм: 2050х1200х620
Вес, кг: 140
",['2050х1200х620'],Есть в наличии,135 310 руб.
"Шкаф сушильный ШС-4 СП3 Ф для одежды, белья и обуви","
ВхШхГ, мм: 1900х1200х620
Вес, кг: 120
",['1900х1200х620'],Есть в наличии,110 150 руб.
Шкаф сушильный ШС-4/1-15 для обуви,"
ВхШхГ, мм: 1900х1200х620
Вес, кг: 140
",['1900х1200х620'],Есть в наличии,124 790 руб.
Шкаф сушильный ШС-8-24 для обуви,"
ВхШхГ, мм: 1900х1800х620
Вес, кг: 210
",['1900х1800х620'],Есть в наличии,160 800 руб.
Шкаф сушильный ШС-2А для белья,"
ВхШхГ, мм: 1900х600х620
Вес, кг: 60
",['1900х600х620'],Есть в наличии,63 180 руб.
Шкаф сушильный ШС-4 для одежды и обуви,"
ВхШхГ, мм: 1900х1200х620
Вес, кг: 120
",['1900х1200х620'],Есть в наличии,98 970 руб.
Шкаф сушильный ШС-4-16 для обуви,"
ВхШхГ, мм: 1900х1200х620
Вес, кг: 140
",['1900х1200х620'],Есть в наличии,126 110 руб.
Шкаф сушильный ШС-2В на жидком теплоносителе,"
ВхШхГ, мм: 2050х600х620
Вес, кг: 60
",['2050х600х620'],Есть в наличии,69 480 руб.
Шкаф сушильный ШС-2 А В для белья на жидком теплоносителе,"
ВхШхГ, мм: 2050х600х620
Вес, кг: 60
",['2050х600х620'],Есть в наличии,77 720 руб.
Шкаф сушильный ШС-2 Ш В с дополнительной штангой на жидком теплоносителе,"
ВхШхГ, мм: 2050х600х620
Вес, кг: 60
",['2050х600х620'],Есть в наличии,69 970 руб.
Шкаф сушильный ШС-2-8 В для обуви на жидком теплоносителе,"
ВхШхГ, мм: 2050х600х620
Вес, кг: 80
",['2050х600х620'],Есть в наличии,80 400 руб.
Шкаф сушильный ШС-2-38 В для аксессуаров на жидком теплоносителе,"
ВхШхГ, мм: 2050х600х620
Вес, кг: 60
",['2050х600х620'],Есть в наличии,77 410 руб.
Шкаф сушильный ШС-8 В на жидком теплоносителе,"
ВхШхГ, мм: 2050х1800х620
Вес, кг: 180
",['2050х1800х620'],Есть в наличии,173 710 руб.
Шкаф сушильный ШС-8 Ш В на жидком теплоносителе,"
ВхШхГ, мм: 2050х1800х620
Вес, кг: 175
",['2050х1800х620'],Есть в наличии,155 500 руб.
Шкаф сушильный ШС-8-16 В на жидком теплоносителе,"
ВхШхГ, мм: 2050х1800х620
Вес, кг: 195
",['2050х1800х620'],Есть в наличии,183 010 руб.
Шкаф сушильный ШС-8-24 В на жидком теплоносителе,"
ВхШхГ, мм: 2050х1800х620
Вес, кг: 210
",['2050х1800х620'],Есть в наличии,193 930 руб.
Стойка сушильная Норд 20,"
ВхШхГ, мм: 2177х960х610
Вес, кг: 106
",['2177х960х610'],Есть в наличии,103 500 руб.
Стойка сушильная Норд 16,"
ВхШхГ, мм: 1900х960х610
Вес, кг: 102
",['1900х960х610'],Есть в наличии,96 640 руб.
Сушильная стойка СО-24 на 24 пары обуви (без клапанов),"
ВхШхГ, мм: 1760х2026х420
Вес, кг: 142
",['1760х2026х420'],Есть в наличии,142 540 руб.
Сушильная стойка СО-12 на 12 пар обуви (без клапанов),"
ВхШхГ, мм: 1745х1025х420
Вес, кг: 70
",['1745х1025х420'],Есть в наличии,71 270 руб.
Сушильная стойка СО-18 на 18 пар обуви (без клапанов),"
ВхШхГ, мм: 2055х1025х387
Вес, кг: 90
",['2055х1025х387'],Есть в наличии,81 010 руб.
Сушильная стойка СО-6 на 6 пар обуви (без клапанов),"
ВхШхГ, мм: 1745х515х420
Вес, кг: 35
",['1745х515х420'],Есть в наличии,61 220 руб.
Сушильная стойка СО-48 на 48 пар обуви (без клапанов),"
ВхШхГ, мм: 1760х2002х713
Вес, кг: 300
",['1760х2002х713'],Есть в наличии,285 070 руб.
Сушильная стойка СО-3 на 3 пары обуви,"
ВхШхГ, мм: 757х514х301
Вес, кг: 11.7
",['757х514х301'],Есть в наличии,28 080 руб.
Сушильная стойка СО-72 на 72 пары обуви (без клапанов),"
ВхШхГ, мм: 2075х2002х806
Вес, кг: 370
",['2075х2002х806'],Есть в наличии,324 070 руб.
Сушильная стойка СО-36 на 36 пар обуви (без клапанов),"
ВхШхГ, мм: 2075х1000х751
",['2075х1000х751'],Есть в наличии,162 030 руб.
Сушильная стойка СО-12 на 12 пар обуви (с клапанами),"
ВхШхГ, мм: 1840х1025х470
Вес, кг: 70
",['1840х1025х470'],Есть в наличии,86 300 руб.
Сушильная стойка СО-18 на 18 пар обуви (с клапанами),"
ВхШхГ, мм: 2140х1025х442
Вес, кг: 90
",['2140х1025х442'],Есть в наличии,103 560 руб.
Сушильная стойка СО-48 на 48 пар обуви (с клапанами),"
ВхШхГ, мм: 1845х2002х820
Вес, кг: 300
",['1845х2002х820'],Есть в наличии,345 200 руб.
Сушильная стойка СО-6 на 6 пар обуви (с клапанами),"
ВхШхГ, мм: 1830х515х470
Вес, кг: 35
",['1830х515х470'],Есть в наличии,69 210 руб.
Сушильная стойка СО-72 на 72 пары обуви (с клапанами),"
ВхШхГ, мм: 2160х2002х913
Вес, кг: 370
",['2160х2002х913'],Есть в наличии,414 260 руб.
Сушильная стойка СО-36 на 36 пар обуви (с клапанами),"
ВхШхГ, мм: 1840х1025х470
Вес, кг: 70
",['1840х1025х470'],Есть в наличии,207 130 руб.
Сушильная стойка СО-24 на 24 пары обуви (с клапанами),"
ВхШхГ, мм: 1845х2026х470
Вес, кг: 142
",['1845х2026х470'],Есть в наличии,172 600 руб.
"Сушильная стойка СО-18 В на 18 пар обуви, на жидком теплоносителе (с клапанами)","
ВхШхГ, мм: 2140х1025х442
Вес, кг: 90
",['2140х1025х442'],Есть в наличии,147 350 руб.
Сушильный шкаф DION PRO,"
ВхШхГ, мм: 1945х1830х600
Вес, кг: 186
",['1945х1830х600'],Нет в наличии,По запросу
Сушильный шкаф DION MAXI,"
ВхШхГ, мм: 1945х1120х600
Вес, кг: 140
",['1945х1120х600'],Нет в наличии,По запросу
Сушильный шкаф DION MAXI +,"
ВхШхГ, мм: 1945х1830х600
Вес, кг: 186
",['1945х1830х600'],Нет в наличии,По запросу
Сушильный шкаф DION MAXI N,"
ВхШхГ, мм: 1945х1120х600
Вес, кг: 140
",['1945х1120х600'],Нет в наличии,По запросу
Сушильный шкаф DION PRO N,"
ВхШхГ, мм: 1945х1830х600
Вес, кг: 186
",['1945х1830х600'],Нет в наличии,По запросу
Сушильный шкаф DION STANDARD,"
ВхШхГ, мм: 1945х1120х600
Вес, кг: 130
",['1945х1120х600'],Нет в наличии,По запросу
Сушильный шкаф DION STANDARD N,"
ВхШхГ, мм: 1945х1120х600
Вес, кг: 130
",['1945х1120х600'],Нет в наличии,По запросу
Сушильный шкаф DION UNI N,"
ВхШхГ, мм: 1945х630х600
Вес, кг: 80
",['1945х630х600'],Нет в наличии,По запросу
Сушильный шкаф DION UNI 7,"
ВхШхГ, мм: 1945х625х600
Вес, кг: 100
",['1945х625х600'],Нет в наличии,По запросу
Сушильный шкаф DION ECO 800,"
ВхШхГ, мм: 1850х800х500
Вес, кг: 80
",['1850х800х500'],Нет в наличии,По запросу
Шкаф для сумок ШРС-14-(300),"
ВхШхГ, мм: 1850х300х500
Вес, кг: 18
",['1850х300х500'],Есть в наличии,11 630 руб.
Сушильный шкаф DION INKASS 2,"
ВхШхГ, мм: 1945х1120х600
Вес, кг: 140
",['1945х1120х600'],Нет в наличии,По запросу
Шкаф для сумок ШРС-14дс-(300),"
ВхШхГ, мм: 1850х300х500
Вес, кг: 15
",['1850х300х500'],Есть в наличии,9 860 руб.
Сушильный шкаф DION PRO B,"
ВхШхГ, мм: 1945х1830х600
Вес, кг: 185
",['1945х1830х600'],Нет в наличии,По запросу
Сушильный шкаф DION PRO B LIGHT,"
ВхШхГ, мм: 1945х1830х600
Вес, кг: 185
",['1945х1830х600'],Нет в наличии,По запросу
Шкаф ПРАКТИК ML 14-30,"
ВхШхГ, мм: 1830х300х500
Вес, кг: 19.3
",['1830х300х500'],Есть в наличии,8 360 руб.
Шкаф ПРАКТИК ML 04-30 (доп.секция),"
ВхШхГ, мм: 1830х300х500
Вес, кг: 16.2
",['1830х300х500'],Есть в наличии,7 600 руб.
